"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007409","GO:0007409","axonogenesis","21/283","459/18805",0.0457516339869281,3.04013949513846,5.46978065235612,6.7785493885723e-06,0.00194883294921454,0.00152993048919268,"1382/23767/8153/6387/9252/6324/10371/1959/80031/85449/10381/6091/7422/2048/57731/84189/25894/2049/9890/2044/2263",21
"GO:0050769","GO:0050769","positive regulation of neurogenesis","14/283","234/18805",0.0598290598290598,3.97556703210414,5.66153792765574,1.31596471468284e-05,0.00325917345926026,0.00255861275688075,"1382/8153/6387/3976/1959/6091/7422/2048/50937/146433/8140/7472/26011/118738",14
"GO:0038084","GO:0038084","vascular endothelial growth factor signaling pathway","9/283","95/18805",0.0947368421052632,6.29514599218895,6.39554039741695,1.32256314288822e-05,0.00325917345926026,0.00255861275688075,"6091/7422/2048/10077/2049/3592/2044/2263/5228",9
"GO:0050767","GO:0050767","regulation of neurogenesis","18/283","372/18805",0.0483870967741935,3.21526273794597,5.33424673362408,1.48102158682084e-05,0.00340634964968793,0.00267415336343159,"1382/8153/6387/3976/11221/10371/1959/80031/1030/6091/7422/2048/50937/146433/8140/7472/26011/118738",18
"GO:0043270","GO:0043270","positive regulation of monoatomic ion transport","13/283","210/18805",0.0619047619047619,4.11349486791183,5.60833709282429,1.87089248119702e-05,0.00403411191258107,0.00316697786455258,"6387/6324/623/5027/2048/287/2847/57620/815/150/134/1230/1520",13
"GO:0030282","GO:0030282","bone mineralization","10/283","128/18805",0.078125,5.19130962897527,5.88133028956015,2.41969295811059e-05,0.00489309833244582,0.00384132479309935,"338773/55603/1901/55366/5027/6662/340419/5743/2263/1230",10
"GO:0043271","GO:0043271","negative regulation of monoatomic ion transport","10/283","130/18805",0.0769230769230769,5.11144332699103,5.81446925193569,2.76774744454441e-05,0.00489309833244582,0.00384132479309935,"6536/1193/23327/5581/10008/2048/5593/150/845/5743",10
"GO:0006935","GO:0006935","chemotaxis","20/283","466/18805",0.0429184549356223,2.85187825111088,5.00370806545005,2.82164653919112e-05,0.00489309833244582,0.00384132479309935,"7412/4856/154796/23767/6387/7042/10371/1901/7130/6091/51554/7422/146433/1960/3082/9023/3592/6355/5228/1230",20
"GO:0032413","GO:0032413","negative regulation of ion transmembrane transporter activity","7/283","59/18805",0.11864406779661,7.88375157213871,6.54592895159247,2.83657874344685e-05,0.00489309833244582,0.00384132479309935,"6536/1193/23327/10008/2048/150/845",7
"GO:0042330","GO:0042330","taxis","20/283","468/18805",0.0427350427350427,2.83969073721724,4.98170498101119,2.99761401185401e-05,0.00492165210511069,0.00386374092035082,"7412/4856/154796/23767/6387/7042/10371/1901/7130/6091/51554/7422/146433/1960/3082/9023/3592/6355/5228/1230",20
"GO:0051924","GO:0051924","regulation of calcium ion transport","14/283","253/18805",0.0553359683794466,3.67700666210422,5.29893685004546,3.1384448206503e-05,0.00492165210511069,0.00386374092035082,"1193/6387/623/5581/5027/287/2847/57620/815/150/845/196051/5743/1230",14
"GO:2000027","GO:2000027","regulation of animal organ morphogenesis","8/283","83/18805",0.0963855421686747,6.4047000723743,6.09970628329147,3.54014767022865e-05,0.00517764052232771,0.00406470451989297,"55366/6091/7422/4982/3082/7472/6662/340419",8
"GO:0060326","GO:0060326","cell chemotaxis","16/283","325/18805",0.0492307692307692,3.27132372927426,5.10556881629555,3.60183688509754e-05,0.00517764052232771,0.00406470451989297,"7412/4856/6387/7042/1901/7130/51554/7422/146433/1960/3082/9023/3592/6355/5228/1230",16
"GO:0002040","GO:0002040","sprouting angiogenesis","12/283","197/18805",0.0609137055837563,4.04764040106904,5.31522172217152,4.58449922684723e-05,0.00632660893304918,0.0049667016887065,"4086/6091/3162/7422/144455/8503/1960/57381/168667/3592/5743/5228",12
"GO:0032412","GO:0032412","regulation of monoatomic ion transmembrane transporter activity","11/283","168/18805",0.0654761904761905,4.35081187952213,5.39251154793923,4.94074352937236e-05,0.00632697248078721,0.00496698709170572,"6536/1193/6324/23327/10008/2048/287/57620/150/845/1520",11
"GO:1901890","GO:1901890","positive regulation of cell junction assembly","9/283","112/18805",0.0803571428571429,5.3396327612317,5.69373023331646,4.95154368061608e-05,0.00632697248078721,0.00496698709170572,"26045/23767/7422/2048/84189/2049/57633/54674/40",9
"GO:0043278","GO:0043278","response to morphine","4/283","15/18805",0.266666666666667,17.7196702002356,8.00726764550308,6.01390581092643e-05,0.00740999108846293,0.00581721039530591,"5581/114/84152/150",4
"GO:0002685","GO:0002685","regulation of leukocyte migration","13/283","236/18805",0.0550847457627119,3.66031322992154,5.08357127106038,6.29465850719881e-05,0.00748847305166755,0.00587882262759439,"4856/6387/9518/623/7130/3162/7422/146433/3592/6355/134/5228/1230",13
"GO:0048839","GO:0048839","inner ear development","12/283","205/18805",0.0585365853658537,3.88968370249074,5.14215503123672,6.73763790176328e-05,0.00774828358702777,0.00608278677938137,"9096/9497/7042/2048/84189/168667/6662/9890/2263/3714/5357/220",12
"GO:0034765","GO:0034765","regulation of monoatomic ion transmembrane transport","16/283","345/18805",0.0463768115942029,3.08168177395401,4.8237238593638,7.32073419343032e-05,0.00811892979725247,0.00637376243122215,"6536/1193/6324/623/23327/5581/5027/10008/2048/287/57620/150/845/3787/40/1520",16
"GO:0022898","GO:0022898","regulation of transmembrane transporter activity","11/283","176/18805",0.0625,4.15304770318021,5.19477214324617,7.53060155107476e-05,0.00811892979725247,0.00637376243122215,"6536/1193/6324/23327/10008/2048/287/57620/150/845/1520",11
"GO:0014072","GO:0014072","response to isoquinoline alkaloid","4/283","16/18805",0.25,16.6121908127208,7.72229535003443,7.92383254663448e-05,0.00828400675329968,0.00650335602631276,"5581/114/84152/150",4
"GO:0050807","GO:0050807","regulation of synapse organization","15/283","315/18805",0.0476190476190476,3.16422682147064,4.78810863560505,9.15864966152111e-05,0.00929333568595524,0.00729572928145319,"154796/26045/23767/9252/7846/23327/2048/84189/83992/2049/8292/57633/54674/9890/40",15
"GO:0031214","GO:0031214","biomineral tissue development","11/283","182/18805",0.0604395604395604,4.01613404263581,5.05400782429571,0.000101671475213186,0.0100219025567283,0.00786769039770009,"1277/338773/55603/1901/55366/5027/6662/340419/5743/2263/1230",11
"GO:1902042","GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/283","32/18805",0.15625,10.3826192579505,6.56608713016747,0.000107544967716392,0.0100452115471217,0.00788598911082963,"9181/672/3162/3082/23017",5
"GO:0050900","GO:0050900","leukocyte migration","17/283","395/18805",0.0430379746835443,2.85982019054435,4.61760745775257,0.00010911086042072,0.0100452115471217,0.00788598911082963,"7412/4856/6387/9518/7042/623/1901/7130/3162/7422/146433/9023/3592/6355/134/5228/1230",17
"GO:0050803","GO:0050803","regulation of synapse structure or activity","15/283","321/18805",0.0467289719626168,3.10508239490109,4.70216684082716,0.000112892808675831,0.0100452115471217,0.00788598911082963,"154796/26045/23767/9252/7846/23327/2048/84189/83992/2049/8292/57633/54674/9890/40",15
"GO:0043549","GO:0043549","regulation of kinase activity","17/283","397/18805",0.0428211586901763,2.84541303593203,4.59367148745277,0.000115949195846739,0.0100452115471217,0.00788598911082963,"5912/152110/9079/11221/7453/7042/1030/6091/128344/2048/114/9966/146433/5569/150/57761/63967",17
"GO:0033002","GO:0033002","muscle cell proliferation","13/283","251/18805",0.051792828685259,3.44156941140034,4.81350646061305,0.000117219813030172,0.0100452115471217,0.00788598911082963,"4856/4086/1649/7042/1901/3162/3082/3592/7472/26011/3725/5743/2263",13
"GO:0042327","GO:0042327","positive regulation of phosphorylation","18/283","437/18805",0.0411899313501144,2.73701999660389,4.54139210159471,0.000119421123122908,0.0100452115471217,0.00788598911082963,"9181/338773/152110/3976/7042/6091/128344/8613/7422/114/23043/8503/9966/146433/150/3592/63967/85442",18
"GO:0034766","GO:0034766","negative regulation of monoatomic ion transmembrane transport","8/283","99/18805",0.0808080808080808,5.36959703037442,5.38819021687598,0.000124913053212986,0.0100452115471217,0.00788598911082963,"6536/1193/23327/5581/10008/2048/150/845",8
"GO:0099560","GO:0099560","synaptic membrane adhesion","5/283","33/18805",0.151515151515152,10.067994431952,6.44447199905869,0.000125201187398908,0.0100452115471217,0.00788598911082963,"23767/64101/26011/1004/1008",5
"GO:0060047","GO:0060047","heart contraction","13/283","254/18805",0.0511811023622047,3.40092095378537,4.76195685883701,0.000131943282833382,0.0103455528585266,0.00812177193134671,"9096/1193/79924/6324/7042/23327/8654/6444/10008/287/57731/845/134",13
"GO:0048638","GO:0048638","regulation of developmental growth","15/283","327/18805",0.0458715596330275,3.04810840600383,4.61821060326567,0.000138397784055353,0.0104757673181449,0.00822399673824162,"1382/8153/6387/9518/11221/10371/23327/80031/7422/8200/57731/8292/7472/2263/5357",15
"GO:0060688","GO:0060688","regulation of morphogenesis of a branching structure","6/283","53/18805",0.113207547169811,7.52250150010001,5.87763650770613,0.000139676897575266,0.0104757673181449,0.00822399673824162,"55366/7422/3082/7472/6662/2263",6
"GO:0009612","GO:0009612","response to mechanical stimulus","12/283","223/18805",0.0538116591928251,3.57571820184126,4.7827639792316,0.000149659855550023,0.0109856702478208,0.00862429581926559,"1277/6387/7846/623/5027/8200/84189/63895/6662/5743/40/114780",12
"GO:0055074","GO:0055074","calcium ion homeostasis","15/283","331/18805",0.0453172205438066,3.01127325910348,4.56329983981043,0.000158063144939031,0.0110986264409714,0.00871297203131027,"1193/6387/1649/623/5581/5027/6444/114/287/57620/845/368/6355/134/1230",15
"GO:0006816","GO:0006816","calcium ion transport","18/283","447/18805",0.0402684563758389,2.67578912419665,4.43235814781233,0.000158148493383657,0.0110986264409714,0.00871297203131027,"1193/6387/1649/623/5581/5027/287/2847/57620/815/23017/150/845/6355/196051/5743/114780/1230",18
"GO:0050673","GO:0050673","epithelial cell proliferation","19/283","488/18805",0.0389344262295082,2.58714447083357,4.39110273311654,0.000160849658564803,0.0110986264409714,0.00871297203131027,"4856/6387/11221/6489/7042/1030/55366/6091/3162/10468/7422/8200/1960/3082/168667/3592/7472/6662/2263",19
"GO:0001649","GO:0001649","osteoblast differentiation","13/283","262/18805",0.049618320610687,3.29707603916597,4.62818187591475,0.000179243572183312,0.0118879613017158,0.00933263903259032,"1277/338773/55603/4086/55366/7130/126820/7422/3082/1591/6662/340419/2263",13
"GO:0010562","GO:0010562","positive regulation of phosphorus metabolic process","19/283","493/18805",0.0385395537525355,2.56090568309693,4.34116837677345,0.000183190274618381,0.0118879613017158,0.00933263903259032,"9181/338773/152110/3976/7042/5027/6091/128344/8613/7422/114/23043/8503/9966/146433/150/3592/63967/85442",19
"GO:0045937","GO:0045937","positive regulation of phosphate metabolic process","19/283","493/18805",0.0385395537525355,2.56090568309693,4.34116837677345,0.000183190274618381,0.0118879613017158,0.00933263903259032,"9181/338773/152110/3976/7042/5027/6091/128344/8613/7422/114/23043/8503/9966/146433/150/3592/63967/85442",19
"GO:0003015","GO:0003015","heart process","13/283","263/18805",0.0494296577946768,3.28453962837066,4.61182353038669,0.000186072437765987,0.0118879613017158,0.00933263903259032,"9096/1193/79924/6324/7042/23327/8654/6444/10008/287/57731/845/134",13
"GO:0001934","GO:0001934","positive regulation of protein phosphorylation","17/283","414/18805",0.0410628019323672,2.72857240402178,4.39601810939297,0.000190987170112863,0.0119801043070796,0.00940497586029466,"9181/338773/152110/3976/7042/6091/8613/7422/114/23043/8503/9966/146433/150/3592/63967/85442",17
"GO:0002686","GO:0002686","negative regulation of leukocyte migration","6/283","57/18805",0.105263157894737,6.99460665798772,5.6026700405846,0.000209962590839589,0.0129351953285104,0.0101547696659824,"4856/6387/9518/7130/3162/134",6
"GO:0043583","GO:0043583","ear development","12/283","232/18805",0.0517241379310345,3.43700499573535,4.61672261360371,0.000216099054038162,0.0129807036894978,0.0101904959856836,"9096/9497/7042/2048/84189/168667/6662/9890/2263/3714/5357/220",12
"GO:0032410","GO:0032410","negative regulation of transporter activity","7/283","81/18805",0.0864197530864197,5.74248571303931,5.28717424751427,0.000218226322895906,0.0129807036894978,0.0101904959856836,"6536/1193/23327/10008/2048/150/845",7
"GO:0048593","GO:0048593","camera-type eye morphogenesis","9/283","137/18805",0.0656934306569343,4.36524722086095,4.88655465736381,0.000232980433145054,0.0134474025079534,0.0105568776973193,"6659/7422/2048/50937/197021/7472/6662/148398/220",9
"GO:0030595","GO:0030595","leukocyte chemotaxis","12/283","234/18805",0.0512820512820513,3.40762888466069,4.58093603644582,0.000233867869703538,0.0134474025079534,0.0105568776973193,"4856/6387/7042/1901/7130/7422/146433/9023/3592/6355/5228/1230",12
"GO:0007015","GO:0007015","actin filament organization","18/283","463/18805",0.0388768898488121,2.58332124949439,4.26393514547828,0.000243153139587147,0.0137521037963223,0.0107960833159229,"9181/154796/4082/8153/6387/65108/1901/83543/5581/126820/10391/57731/6708/57381/283431/79822/57482/5357",18
"GO:0043410","GO:0043410","positive regulation of MAPK cascade","18/283","464/18805",0.0387931034482759,2.57775374680151,4.2536436515719,0.000249590422520848,0.0138866394934832,0.0109017005085377,"152110/3976/9518/7042/10371/5581/5027/6091/7422/23043/50937/146433/3082/168667/150/134/2263/1230",18
"GO:0032409","GO:0032409","regulation of transporter activity","11/283","202/18805",0.0544554455445545,3.61849700871147,4.62498866703085,0.000253582112489693,0.0138866394934832,0.0109017005085377,"6536/1193/6324/23327/10008/2048/287/57620/150/845/1520",11
"GO:0051051","GO:0051051","negative regulation of transport","18/283","467/18805",0.0385438972162741,2.56119430089058,4.2229293179461,0.000269803381496897,0.0145440885338171,0.0114178306018342,"6536/4856/26045/1193/3976/23327/5581/10008/2048/5593/5569/150/845/3592/130399/134/5743/6457",18
"GO:0014013","GO:0014013","regulation of gliogenesis","8/283","112/18805",0.0714285714285714,4.74634023220596,4.91531238195065,0.000293311791824338,0.0155680874122149,0.0122217204917251,"3976/11221/1959/1030/146433/8140/26011/118738",8
"GO:0032535","GO:0032535","regulation of cellular component size","15/283","353/18805",0.0424929178470255,2.82360183785623,4.2753340142744,0.000315593002572707,0.0164969069526643,0.0129508898822899,"1759/1382/154796/8153/6387/10371/80031/5581/5027/7422/57731/6708/79822/57482/5357",15
"GO:0050770","GO:0050770","regulation of axonogenesis","9/283","143/18805",0.0629370629370629,4.18208999481084,4.72145422302927,0.000320569273175135,0.0165069252605107,0.0129587547506618,"1382/8153/6387/10371/80031/6091/7422/2048/2049",9
"GO:0034762","GO:0034762","regulation of transmembrane transport","18/283","478/18805",0.0376569037656904,2.50225468308766,4.1123135810357,0.000356641385338589,0.0180943055796784,0.0142049270042754,"6536/1193/6324/623/23327/5581/5027/10008/2048/287/57620/8140/150/845/57761/3787/40/1520",18
"GO:0070482","GO:0070482","response to oxygen levels","15/283","358/18805",0.0418994413407821,2.78416605799791,4.21296946674943,0.000366093896311808,0.0181828149404947,0.0142744112408521,"7412/1277/6659/6387/3976/360/7042/5581/7422/8140/64506/134/5743/2263/5228",15
"GO:0008627","GO:0008627","intrinsic apoptotic signaling pathway in response to osmotic stress","3/283","10/18805",0.3,19.934628975265,7.40303893673804,0.000374197061094238,0.0181828149404947,0.0142744112408521,"9181/624/5743",3
"GO:0060502","GO:0060502","epithelial cell proliferation involved in lung morphogenesis","3/283","10/18805",0.3,19.934628975265,7.40303893673804,0.000374197061094238,0.0181828149404947,0.0142744112408521,"7472/6662/2263",3
"GO:0060048","GO:0060048","cardiac muscle contraction","9/283","147/18805",0.0612244897959184,4.06829162760511,4.61633329678424,0.00039286802124069,0.0186388354246325,0.0146324099306115,"1193/6324/23327/8654/6444/10008/287/845/134",9
"GO:0051928","GO:0051928","positive regulation of calcium ion transport","8/283","117/18805",0.0683760683760684,4.54350517954758,4.7524656785381,0.000394386952463238,0.0186388354246325,0.0146324099306115,"6387/623/5027/287/2847/57620/815/1230",8
"GO:0060306","GO:0060306","regulation of membrane repolarization","5/283","42/18805",0.119047619047619,7.91056705367659,5.5419370745998,0.000401837061947982,0.0187342954556829,0.0147073507879397,"6324/23327/10008/287/845",5
"GO:0008016","GO:0008016","regulation of heart contraction","11/283","214/18805",0.0514018691588785,3.4155906343912,4.39291952554219,0.000414932266115699,0.018963962952326,0.0148876511598276,"9096/1193/79924/6324/7042/8654/10008/287/57731/845/134",11
"GO:0090596","GO:0090596","sensory organ morphogenesis","13/283","286/18805",0.0454545454545455,3.02039832958561,4.25584351275925,0.000417756865036747,0.018963962952326,0.0148876511598276,"6659/9096/7422/2048/50937/197021/84189/7472/6662/148398/2263/5357/220",13
"GO:0007264","GO:0007264","small GTPase-mediated signal transduction","18/283","487/18805",0.0369609856262834,2.45601178340021,4.02406272872281,0.000444829546487361,0.0199306744854727,0.0156465676433627,"9181/5912/154796/23179/8153/7042/57568/6091/2048/50937/6236/57381/25894/143872/150/79822/4803/85442",18
"GO:1905330","GO:1905330","regulation of morphogenesis of an epithelium","6/283","66/18805",0.0909090909090909,6.04079665917122,5.07075164284709,0.000469592852025676,0.0207704530703664,0.0163058354691237,"3976/55366/7422/3082/7472/6662",6
"GO:0045932","GO:0045932","negative regulation of muscle contraction","4/283","25/18805",0.16,10.6318021201413,5.95667850810553,0.000495023116099251,0.0216180981081318,0.0169712788504114,"8654/143872/150/5743",4
"GO:0045859","GO:0045859","regulation of protein kinase activity","15/283","369/18805",0.040650406504065,2.70116923784079,4.079451302696,0.000502152812342508,0.0216553400322706,0.0170005156073325,"5912/152110/11221/7453/7042/1030/6091/2048/114/9966/146433/5569/150/57761/63967",15
"GO:0031915","GO:0031915","positive regulation of synaptic plasticity","3/283","11/18805",0.272727272727273,18.1223899775136,7.02142909718501,0.000508803093599486,0.0216712428755337,0.0170130001277645,"2048/114/5743",3
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","5/283","45/18805",0.111111111111111,7.38319591676482,5.29910363594103,0.000556319293507153,0.0234061166170692,0.0183749620307305,"3976/1959/146433/26011/118738",5
"GO:0050927","GO:0050927","positive regulation of positive chemotaxis","4/283","26/18805",0.153846153846154,10.2228866539821,5.81690154920754,0.000578150667374483,0.024031563884843,0.0188659691459042,"6387/1901/7422/5228",4
"GO:0045667","GO:0045667","regulation of osteoblast differentiation","9/283","156/18805",0.0576923076923077,3.83358249524327,4.39283392556892,0.00060544595759111,0.0248665304010635,0.019521459259172,"338773/55603/4086/7130/126820/7422/3082/6662/2263",9
"GO:0002042","GO:0002042","cell migration involved in sprouting angiogenesis","7/283","97/18805",0.0721649484536082,4.79527157480602,4.63222283738952,0.00065756510413262,0.0263011738042349,0.02064772546096,"6091/3162/7422/8503/1960/57381/5743",7
"GO:2001257","GO:2001257","regulation of cation channel activity","7/283","97/18805",0.0721649484536082,4.79527157480602,4.63222283738952,0.00065756510413262,0.0263011738042349,0.02064772546096,"1193/6324/10008/287/57620/845/1520",7
"GO:0050926","GO:0050926","regulation of positive chemotaxis","4/283","27/18805",0.148148148148148,9.84426122235309,5.68451183666675,0.00067072482436156,0.0263011738042349,0.02064772546096,"6387/1901/7422/5228",4
"GO:0032793","GO:0032793","positive regulation of CREB transcription factor activity","3/283","12/18805",0.25,16.6121908127208,6.68699218791046,0.000670870520223962,0.0263011738042349,0.02064772546096,"9252/114/2044",3
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","8/283","127/18805",0.062992125984252,4.18574886619738,4.45269154823601,0.000681501370105556,0.0263363515670609,0.0206753417489085,"4856/6387/7130/7422/146433/3592/5228/1230",8
"GO:0051338","GO:0051338","regulation of transferase activity","17/283","463/18805",0.0367170626349892,2.43980340230025,3.87743695829746,0.000687035258271154,0.0263363515670609,0.0206753417489085,"5912/152110/9079/11221/7453/7042/1030/6091/128344/2048/114/9966/146433/5569/150/57761/63967",17
"GO:0030278","GO:0030278","regulation of ossification","8/283","128/18805",0.0625,4.15304770318021,4.42442019385614,0.000717641053372165,0.0272072707047689,0.021359056452592,"338773/4856/55603/1959/1901/5027/6662/1230",8
"GO:0060395","GO:0060395","SMAD protein signal transduction","7/283","99/18805",0.0707070707070707,4.69839740157761,4.56052779209997,0.000742895598442294,0.027858584941586,0.0218703704209614,"4856/4086/9518/7042/8200/168667/3725",7
"GO:0051091","GO:0051091","positive regulation of DNA-binding transcription factor activity","10/283","195/18805",0.0512820512820513,3.40762888466069,4.17741924514469,0.000767028613748372,0.0283752168823197,0.0222759521092933,"9181/338382/219790/9252/1649/8613/114/815/7472/2044",10
"GO:0006874","GO:0006874","intracellular calcium ion homeostasis","13/283","306/18805",0.042483660130719,2.82298667405714,3.97415205956185,0.000785630183258126,0.0283752168823197,0.0222759521092933,"1193/6387/1649/623/5581/5027/114/287/57620/845/6355/134/1230",13
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","9/283","162/18805",0.0555555555555556,3.69159795838241,4.25289045877268,0.000793596255511458,0.0283752168823197,0.0222759521092933,"9181/672/1901/126820/10391/57731/6708/79822/57482",9
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","8/283","130/18805",0.0615384615384615,4.08915466159282,4.36873218618598,0.000794550842979524,0.0283752168823197,0.0222759521092933,"3976/8111/7130/4982/146433/10234/814/1230",8
"GO:0014015","GO:0014015","positive regulation of gliogenesis","6/283","73/18805",0.0821917808219178,5.46154218500411,4.72094301570827,0.000806020653468792,0.0283752168823197,0.0222759521092933,"3976/1959/146433/8140/26011/118738",6
"GO:0045670","GO:0045670","regulation of osteoclast differentiation","6/283","73/18805",0.0821917808219178,5.46154218500411,4.72094301570827,0.000806020653468792,0.0283752168823197,0.0222759521092933,"8111/7130/4982/10234/814/1230",6
"GO:1902041","GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors","5/283","49/18805",0.102040816326531,6.78048604600851,5.00802726029621,0.000826839141218956,0.028814091284903,0.0226204902749216,"9181/672/3162/3082/23017",5
"GO:0042063","GO:0042063","gliogenesis","14/283","348/18805",0.0402298850574713,2.67322610779416,3.89437794773405,0.000848768214157041,0.0288502091285185,0.0226488445728995,"6659/3976/11221/7846/7042/1959/1030/26227/8613/146433/8140/6662/26011/118738",14
"GO:0018108","GO:0018108","peptidyl-tyrosine phosphorylation","10/283","198/18805",0.0505050505050505,3.35599814398401,4.11949290670008,0.000862288841696568,0.0288502091285185,0.0226488445728995,"9181/5912/3976/8613/7422/2048/146433/8651/3592/2263",10
"GO:0042492","GO:0042492","gamma-delta T cell differentiation","3/283","13/18805",0.230769230769231,15.3343299809731,6.39053137209372,0.000862453829058038,0.0288502091285185,0.0226488445728995,"6659/1960/3714",3
"GO:0106049","GO:0106049","regulation of cellular response to osmotic stress","3/283","13/18805",0.230769230769231,15.3343299809731,6.39053137209372,0.000862453829058038,0.0288502091285185,0.0226488445728995,"9181/624/5743",3
"GO:0021952","GO:0021952","central nervous system projection neuron axonogenesis","4/283","29/18805",0.137931034482759,9.16534665529426,5.43934351409199,0.000886526334173207,0.0288502091285185,0.0226488445728995,"6324/2048/57731/2049",4
"GO:0018212","GO:0018212","peptidyl-tyrosine modification","10/283","199/18805",0.050251256281407,3.33913383170268,4.10043091611501,0.000896122619946664,0.0288502091285185,0.0226488445728995,"9181/5912/3976/8613/7422/2048/146433/8651/3592/2263",10
"GO:0001894","GO:0001894","tissue homeostasis","12/283","272/18805",0.0441176470588235,2.9315630845978,3.96638516373184,0.000896470434716244,0.0288502091285185,0.0226488445728995,"338773/9079/7846/1901/5027/7422/4982/8029/368/6662/57482/5743",12
"GO:0060249","GO:0060249","anatomical structure homeostasis","12/283","272/18805",0.0441176470588235,2.9315630845978,3.96638516373184,0.000896470434716244,0.0288502091285185,0.0226488445728995,"338773/9079/7846/1901/5027/7422/4982/8029/368/6662/57482/5743",12
"GO:0045747","GO:0045747","positive regulation of Notch signaling pathway","5/283","50/18805",0.1,6.64487632508834,4.9403224783776,0.000907554784743188,0.0288502091285185,0.0226488445728995,"4856/7042/6091/3955/3714",5
"GO:1904062","GO:1904062","regulation of monoatomic cation transmembrane transport","13/283","311/18805",0.0418006430868167,2.77760103621056,3.90727034955399,0.000911499360872035,0.0288502091285185,0.0226488445728995,"1193/6324/623/23327/5581/5027/10008/287/57620/150/845/3787/1520",13
"GO:0032970","GO:0032970","regulation of actin filament-based process","15/283","392/18805",0.038265306122449,2.54268226725319,3.81532592405202,0.000930823737731355,0.0291940172288471,0.0229187509778256,"11113/154796/8153/6387/1901/5581/126820/10391/287/57731/6708/79822/134/57482/2044",15
