symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
Dnah9,-0.182,0.434,1.605,0.648,1.419,1.371,0.881,0.184
Dnaic1,-0.279,0.264,1.331,3.081,1.037,0.895,1.066,1.060
Dnaic2,0.045,0.832,1.729,0.696,2.052,2.058,1.462,1.266
Dnaja1,0.715,0.045,22.287,21.960,17.481,45.049,33.545,27.978
Dnaja2,0.198,0.156,24.889,24.420,19.002,29.161,29.130,23.045
Dnaja3,0.027,0.818,16.528,24.444,19.480,17.924,21.958,21.451
Dnaja4,-0.037,0.760,15.808,14.057,12.932,15.211,14.769,10.642
Dnajb1,0.171,0.363,10.649,8.492,13.970,14.003,11.202,13.796
Dnajb11,0.226,0.153,68.272,73.720,52.679,90.408,68.734,76.798
Dnajb12,-0.295,0.130,21.138,17.225,26.999,15.529,17.112,12.213
Dnajb13,-0.328,0.450,2.955,2.895,0.197,2.479,0.522,0.000
Dnajb14,-0.165,0.586,10.076,6.009,3.387,6.610,4.575,4.371
Dnajb2,0.258,0.129,20.723,29.584,30.435,36.241,29.464,35.448
Dnajb3,-0.333,0.374,1.492,0.000,0.000,0.000,0.000,0.000
Dnajb4,0.471,0.031,9.201,6.633,7.390,13.534,10.761,10.933
Dnajb5,0.211,0.460,16.727,16.063,29.012,31.292,22.649,21.038
Dnajb6,0.076,0.706,55.176,49.928,32.311,39.331,47.413,59.408
Dnajb7,0.191,0.374,0.000,0.000,0.000,0.000,0.570,0.000
Dnajb8,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dnajb9,0.046,0.898,38.659,61.182,14.278,40.390,35.996,40.378
Dnajc1,0.455,0.054,7.906,4.601,4.963,8.621,8.350,9.563
Dnajc10,-0.084,0.668,38.473,50.241,24.586,37.640,31.904,32.147
Dnajc11,-0.078,0.658,13.365,13.890,20.455,12.290,14.920,16.212
Dnajc12,0.612,0.127,3.279,4.730,2.533,3.689,8.121,6.739
Dnajc13,0.406,0.152,7.763,4.494,5.022,10.066,8.889,6.317
Dnajc14,0.143,0.464,18.639,12.403,20.809,19.296,17.237,22.797
Dnajc15,-0.477,0.316,34.180,89.789,21.892,31.698,26.553,14.606
Dnajc16,-0.002,0.980,11.544,8.766,10.279,9.429,9.926,10.866
Dnajc17,0.035,0.866,10.237,15.314,15.965,9.729,16.302,16.559
Dnajc18,0.182,0.247,11.506,8.555,7.769,11.713,11.760,9.613
Dnajc19,0.377,0.212,20.359,18.019,35.249,28.011,36.891,37.116
Dnajc2,0.086,0.628,14.082,18.638,14.133,17.461,12.289,20.717
Dnajc21,-0.072,0.765,13.303,18.474,8.299,9.963,15.463,10.924
Dnajc22,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dnajc24,0.107,0.729,4.359,8.139,2.423,4.690,6.843,4.982
Dnajc25,-0.067,0.652,5.621,5.852,8.119,5.561,5.288,7.061
Dnajc27,-0.019,0.889,5.579,6.672,3.996,5.982,5.046,4.623
Dnajc28,-0.033,0.913,2.229,1.591,0.511,0.500,2.114,1.417
Dnajc3,-0.066,0.747,41.762,45.934,22.471,36.151,35.828,29.015
Dnajc30,-0.046,0.902,29.298,13.072,25.776,8.667,26.210,29.764
Dnajc4,-0.148,0.544,18.498,32.217,26.235,12.157,24.525,27.543
Dnajc5,0.012,0.928,27.768,18.218,23.388,23.388,22.419,23.876
Dnajc5b,0.530,0.210,0.000,0.000,0.000,0.000,0.383,1.206
Dnajc5g,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dnajc6,-0.156,0.249,14.463,20.035,15.595,11.200,16.332,13.705
Dnajc7,0.057,0.435,36.459,43.699,45.324,43.472,43.844,44.001
Dnajc8,-0.045,0.753,68.092,68.222,67.677,47.712,65.239,79.681
Dnajc9,-0.045,0.865,13.207,5.548,12.009,7.239,11.008,10.864
Dnal1,0.129,0.399,5.565,3.630,5.943,5.894,5.986,5.458
Dnal4,-0.115,0.421,27.779,30.790,18.864,19.975,22.957,24.264
Dnali1,-0.286,0.356,2.032,4.678,3.724,3.856,2.112,0.507
Dnase1,0.029,0.374,0.000,0.000,0.000,0.085,0.000,0.000
Dnase1l1,-0.033,0.877,4.095,8.122,9.442,7.204,6.682,6.722
Dnase1l2,0.267,0.218,2.438,3.938,1.680,4.149,3.186,3.490
Dnase1l3,-0.060,0.204,0.000,0.151,0.074,0.027,0.000,0.000
Dnase2a,-0.147,0.492,20.702,23.027,24.746,14.227,15.137,28.031
Dnase2b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dnd1,-0.228,0.692,0.069,0.000,3.268,0.147,0.552,1.220
Dner,-0.102,0.693,19.621,26.933,9.650,15.331,16.813,17.068
Dnlz,-0.149,0.576,7.273,14.601,15.665,7.395,9.542,14.200
Dnm1,-0.024,0.885,30.139,42.946,50.350,35.106,44.030,40.005
Dnm1l,0.159,0.452,20.572,24.362,11.103,22.699,21.368,20.241
Dnm2,-0.149,0.424,40.170,43.732,64.799,43.941,40.864,40.329
Dnm3,0.522,0.076,9.088,4.675,6.011,8.995,12.233,10.174
Dnm3os,0.033,0.915,1.725,3.542,0.610,2.411,1.638,1.986
Dnmbp,0.181,0.502,7.298,2.741,4.253,5.326,6.319,5.652
Dnmt1,0.112,0.685,7.684,5.825,11.679,6.440,10.192,11.560
Dnmt3a,0.165,0.540,8.324,3.668,10.092,9.250,8.796,8.070
Dnmt3aos,-0.085,0.881,2.499,0.000,0.000,1.655,0.000,0.373
Dnmt3b,0.190,0.256,0.301,0.000,0.501,0.550,0.667,0.313
Dnmt3l,-0.044,0.374,0.000,0.000,0.134,0.000,0.000,0.000
Dnpep,-0.244,0.472,28.748,30.392,66.063,26.987,29.429,37.136
Dnph1,0.433,0.458,0.673,0.000,0.000,0.000,0.311,1.957
Dntt,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dnttip1,0.090,0.703,19.769,27.216,22.275,18.259,21.859,34.706
Dnttip2,-0.125,0.599,19.968,16.515,8.445,14.469,11.156,12.757
Doc2a,-0.324,0.536,0.261,4.498,9.619,2.631,3.523,2.517
Doc2b,-0.502,0.213,2.455,5.294,10.332,2.141,2.273,3.015
Doc2g,-0.423,0.075,3.419,5.312,2.355,1.248,1.875,1.910
Dock1,0.305,0.273,11.103,4.201,9.352,11.803,10.487,10.657
Dock10,0.174,0.384,1.675,2.074,2.318,3.482,2.183,1.891
Dock11,0.141,0.106,2.035,2.221,1.780,2.533,2.626,2.056
Dock2,-0.140,0.286,1.388,2.628,1.956,1.377,1.690,1.571
Dock3,0.203,0.368,8.788,7.152,5.311,10.603,8.914,6.321
Dock4,0.475,0.067,6.536,3.714,4.156,8.080,6.280,8.113
Dock5,-0.057,0.660,4.229,6.355,4.597,4.718,5.379,3.846
Dock6,-0.100,0.676,23.068,13.629,29.099,16.900,22.385,19.364
Dock7,-0.124,0.579,7.087,5.749,2.865,3.818,5.140,4.224
Dock8,0.115,0.627,1.168,1.159,2.504,2.507,1.673,1.505
Dock9,-0.264,0.290,34.184,23.003,47.968,26.094,25.831,24.344
Dohh,-0.203,0.179,45.085,64.518,68.571,45.334,49.979,44.508
Dok1,-0.387,0.023,5.155,5.105,6.216,2.269,4.010,2.570
Dok2,-0.362,0.368,0.000,2.657,3.507,0.984,0.507,1.311
Dok3,0.576,0.334,4.076,0.000,6.226,6.519,8.222,3.340
Dok4,0.064,0.697,13.008,18.765,20.356,20.040,15.008,20.010
Dok5,0.568,0.222,2.111,0.685,3.063,3.622,2.045,5.194
Dok6,0.233,0.781,6.016,0.000,0.230,0.000,4.514,3.901
Dok7,-0.410,0.199,1.946,6.942,4.922,1.714,3.302,1.772
Dolk,0.016,0.942,14.879,27.332,14.960,17.185,18.175,21.744
Dolpp1,-0.060,0.840,6.753,8.458,16.636,9.260,10.455,9.866
Donson,0.041,0.908,3.364,1.256,3.592,1.054,3.256,4.332
Dopey1,-0.210,0.167,4.794,7.044,4.268,4.462,3.795,3.645
Dopey2,-0.132,0.048,7.916,8.682,7.532,6.434,6.306,7.547
Dos,-0.189,0.364,48.819,76.957,92.547,63.100,52.231,59.411
Dot1l,0.114,0.813,4.282,2.304,11.405,9.504,5.258,5.602
Doxl2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dpagt1,0.247,0.312,17.216,8.329,12.575,14.168,15.625,18.181
Dpcd,-0.320,0.116,28.626,52.399,35.953,24.383,26.403,26.547
Dpcr1,-0.128,0.164,0.289,0.000,0.214,0.000,0.029,0.031
Dpep1,0.003,0.987,0.639,0.000,0.000,0.274,0.376,0.000
Dpep2,0.381,0.147,0.000,0.000,0.000,0.000,0.407,0.734
Dpep3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dpf1,-0.049,0.847,8.593,4.301,9.677,7.626,8.469,5.099
Dpf2,0.170,0.077,18.575,16.477,17.388,22.299,19.732,19.201
Dpf3,0.221,0.509,0.597,1.347,1.486,2.199,2.169,0.423
Dph1,0.059,0.792,1.758,3.917,2.631,1.896,3.435,3.505
Dph2,-0.233,0.457,3.708,5.037,0.967,2.244,1.650,2.720
Dph3,0.610,0.158,7.544,5.855,1.386,6.517,8.726,9.995
Dph5,0.141,0.750,3.313,2.365,7.426,7.989,4.355,2.965
Dph6,-0.388,0.316,6.620,9.309,1.674,1.752,3.014,4.648
Dph7,-0.094,0.705,4.242,1.689,3.470,1.997,3.776,2.405
Dpm1,0.244,0.535,3.955,0.000,2.955,3.248,3.005,3.117
Dpm1-adnp,0.165,0.613,4.333,17.394,14.924,15.558,13.378,13.615
Dpm2,0.029,0.879,19.887,31.761,20.108,19.848,29.505,23.412
Dpm3,-0.275,0.304,91.938,190.916,196.031,120.901,137.730,83.155
Dpp10,0.019,0.950,11.976,20.186,6.141,13.785,13.362,11.145
Dpp3,-0.124,0.668,14.735,10.499,23.146,9.457,17.367,14.988
Dpp4,0.218,0.442,7.100,8.695,3.924,5.253,9.835,9.204
Dpp6,-0.069,0.755,26.156,47.209,23.865,31.961,28.610,28.063
Dpp7,-0.214,0.148,31.187,30.689,24.376,16.611,26.846,22.887
Dpp8,0.296,0.165,31.801,22.105,17.520,31.635,31.430,29.345
Dpp9,0.360,0.234,9.346,5.685,13.702,14.551,14.260,11.151
Dppa1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dppa2,-0.024,0.374,0.000,0.077,0.000,0.000,0.000,0.000
Dppa3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dppa4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dppa5a,0.163,0.374,0.000,0.000,0.000,0.000,0.487,0.000
Dpt,-0.046,0.827,0.364,0.000,0.440,0.000,0.634,0.000
Dpy19l1,0.051,0.798,17.869,21.850,10.715,20.140,15.940,16.186
Dpy19l2,0.115,0.374,0.000,0.000,0.000,0.000,0.344,0.000
Dpy19l3,-0.107,0.668,8.315,8.033,3.996,7.523,6.444,3.607
Dpy19l4,0.555,0.033,4.287,4.149,2.619,7.428,5.411,5.758
Dpy30,-0.061,0.591,31.081,33.319,34.714,24.417,31.574,35.927
Dpyd,0.118,0.671,2.159,1.840,1.765,1.516,3.715,1.491
Dpys,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dpysl2,0.183,0.027,19.762,19.827,16.506,22.879,22.118,21.094
Dpysl3,0.044,0.587,10.263,9.384,9.199,8.980,9.604,11.332
Dpysl4,-0.046,0.918,6.036,0.000,7.570,4.012,4.893,4.011
Dpysl5,-0.044,0.844,1.138,0.438,1.892,1.062,1.228,0.884
DQ267100,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
DQ267101,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
DQ267102,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dqx1,0.061,0.383,0.000,0.090,0.044,0.220,0.071,0.025
Dr1,0.474,0.187,9.528,15.207,5.113,18.080,12.155,14.296
Dram1,0.470,0.094,2.773,1.376,1.211,2.466,3.158,3.582
Dram2,-0.122,0.791,17.234,38.248,5.736,16.941,15.995,19.065
Drap1,-0.041,0.908,137.333,144.561,336.682,180.963,189.056,221.459
Draxin,-0.006,0.973,0.174,0.713,0.000,0.391,0.223,0.220
Drc1,-0.057,0.883,3.373,0.194,4.370,1.715,3.009,2.600
Drc7,-0.557,0.022,25.948,23.022,22.039,12.531,14.047,2.822
Drd1,0.193,0.489,5.733,10.658,4.321,9.024,9.262,6.517
Drd2,-0.001,0.996,7.424,7.594,5.652,9.618,5.660,5.081
Drd3,0.144,0.374,0.000,0.000,0.000,0.000,0.430,0.000
Drd4,1.307,0.353,0.000,0.000,0.000,3.782,0.124,0.000
Drd5,-0.153,0.483,0.000,0.802,0.046,0.033,0.074,0.131
Dreh,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Drg1,0.289,0.087,38.941,27.603,34.141,44.065,46.563,38.856
Drg2,-0.225,0.133,31.834,30.992,26.326,15.972,24.422,27.216
Drosha,-0.237,0.007,28.966,32.368,33.534,23.663,23.347,23.890
Drp2,0.433,0.051,3.327,2.446,1.977,3.430,4.801,4.038
Dsc1,0.010,0.374,0.000,0.000,0.000,0.000,0.029,0.000
Dsc2,0.250,0.017,0.165,0.000,0.000,0.375,0.248,0.331
Dsc3,0.312,0.171,0.000,0.000,0.000,0.000,0.286,0.647
Dscam,-0.158,0.455,5.588,7.196,10.977,6.863,6.058,6.434
Dscaml1,-0.019,0.915,4.627,3.625,6.056,5.123,3.580,5.174
Dscc1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dscr3,-0.038,0.683,14.735,16.137,16.002,15.555,16.655,12.245
Dse,0.804,0.021,6.212,4.237,4.198,10.802,10.297,7.430
Dsel,0.398,0.242,4.949,3.460,0.986,4.869,5.155,4.093
Dsg1a,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dsg1b,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dsg1c,-0.095,0.374,0.313,0.000,0.000,0.000,0.000,0.000
Dsg2,-0.417,0.232,1.812,6.940,3.306,2.138,2.165,1.355
Dsg3,0.050,0.210,0.000,0.000,0.000,0.000,0.036,0.113
Dsg4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dsn1,-0.054,0.803,2.467,2.049,1.015,2.417,1.274,1.307
Dsp,-0.363,0.043,3.599,4.858,3.268,2.278,2.740,1.259
Dspp,-0.233,0.384,0.000,0.968,0.000,0.022,0.000,0.000
Dst,-0.105,0.358,28.994,27.086,34.715,29.073,26.919,24.179
Dstn,-0.074,0.597,117.739,119.235,80.601,94.145,110.603,84.891
Dstyk,-0.137,0.575,9.494,4.538,8.200,4.950,8.281,5.415
Dtd1,-0.011,0.972,34.335,14.542,18.066,22.085,25.146,18.462
Dtd2,-0.170,0.512,2.727,1.408,4.242,2.365,2.391,1.649
Dthd1,-0.055,0.374,0.000,0.000,0.172,0.000,0.000,0.000
Dtl,0.154,0.527,0.498,0.000,0.372,0.347,0.156,0.968
Dtna,-0.293,0.052,7.392,9.555,7.004,4.159,6.588,5.070
Dtnb,-0.231,0.367,9.936,23.136,13.377,9.999,11.795,12.602
Dtnbp1,-0.320,0.365,21.261,69.165,36.931,22.976,29.459,31.568
Dtwd1,-0.075,0.855,5.333,4.386,0.055,2.533,2.885,3.227
Dtwd2,-0.003,0.992,1.449,2.750,0.437,1.017,1.785,1.716
Dtx1,-0.147,0.683,13.210,14.840,34.626,16.346,15.820,20.637
Dtx2,-0.228,0.552,4.445,18.238,9.057,9.709,5.624,8.011
Dtx3,-0.211,0.445,32.863,31.401,58.853,23.422,35.477,37.150
Dtx3l,1.043,0.012,2.676,1.033,1.453,4.410,5.255,3.908
Dtx4,0.504,0.015,7.742,5.563,7.348,11.028,9.697,11.578
Dtymk,0.216,0.425,18.614,12.036,11.016,12.120,21.294,17.378
Duox1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Duox2,-0.007,0.374,0.020,0.000,0.000,0.000,0.000,0.000
Duoxa1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Duoxa2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dupd1,0.171,0.235,0.000,0.000,0.000,0.104,0.000,0.409
Dus1l,-0.128,0.537,12.334,8.544,14.668,7.749,10.024,12.666
Dus2,0.045,0.885,6.274,8.539,2.009,6.813,4.620,5.942
Dus3l,-0.155,0.448,17.181,20.539,29.322,20.556,15.003,20.179
Dus4l,0.098,0.793,2.944,0.770,0.849,0.892,2.633,1.738
Dusp1,-0.150,0.760,15.600,23.290,63.852,22.646,26.087,38.038
Dusp10,0.141,0.598,2.254,4.553,2.178,4.229,2.167,4.099
Dusp11,0.580,0.018,9.433,7.355,7.035,14.883,12.725,11.333
Dusp12,0.082,0.851,1.706,4.036,9.969,6.125,5.675,5.339
Dusp13,0.102,0.374,0.000,0.000,0.000,0.302,0.000,0.000
Dusp14,0.062,0.800,6.166,12.610,6.564,10.667,8.402,7.533
Dusp15,0.224,0.607,0.746,0.818,3.206,1.403,3.398,1.686
Dusp16,0.370,0.315,4.308,1.206,5.095,6.488,5.262,3.848
Dusp18,-0.113,0.659,4.069,6.110,3.334,5.062,4.667,1.724
Dusp19,-0.105,0.675,4.689,4.598,2.885,3.179,5.383,1.868
Dusp2,0.210,0.703,2.273,2.753,0.000,3.093,0.049,3.429
Dusp21,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dusp22,0.242,0.295,11.846,15.164,6.446,13.511,12.972,15.063
Dusp23,-0.014,0.952,15.028,7.444,13.601,9.284,12.674,13.390
Dusp26,-0.061,0.819,10.416,21.092,25.771,18.333,14.202,20.521
Dusp27,-0.285,0.327,0.798,3.600,2.226,0.804,1.659,1.346
Dusp28,-0.127,0.666,12.210,4.286,7.939,5.496,8.359,6.966
Dusp3,0.149,0.051,23.939,26.588,21.900,27.143,25.928,29.517
Dusp4,0.884,0.010,0.196,0.000,0.403,1.548,1.348,0.892
Dusp5,0.018,0.970,1.277,0.000,4.144,2.056,1.546,2.010
Dusp6,0.835,0.115,10.767,15.353,15.655,26.118,15.715,36.444
Dusp7,0.065,0.617,31.467,25.585,36.938,32.378,34.537,32.633
Dusp8,-0.159,0.101,9.845,10.663,12.154,8.041,9.271,9.384
Dusp9,0.156,0.068,0.000,0.000,0.000,0.037,0.251,0.177
Dut,-0.478,0.186,7.387,12.806,3.569,2.350,5.086,3.294
Dux,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Duxbl1,-0.012,0.374,0.000,0.000,0.035,0.000,0.000,0.000
Duxbl3,-0.191,0.343,0.122,0.937,0.330,0.393,0.033,0.103
Dvl1,-0.182,0.533,17.702,19.389,36.694,20.755,23.213,15.491
Dvl2,0.716,0.022,7.071,3.351,5.849,9.606,9.359,10.915
Dvl3,-0.234,0.219,8.765,12.397,13.851,8.967,10.641,6.197
DXBay18,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dxo,-0.172,0.183,9.219,8.018,6.126,6.314,6.722,5.557
Dydc1,-0.240,0.483,1.314,0.000,0.000,0.000,0.000,0.279
Dydc2,0.305,0.374,0.000,0.000,0.000,0.000,0.911,0.000
Dym,-0.057,0.808,15.803,28.446,13.486,16.333,20.103,16.844
Dynap,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dync1h1,-0.093,0.737,38.255,21.787,53.366,36.034,37.226,28.951
Dync1i1,-0.004,0.984,9.162,6.086,6.047,6.322,5.485,9.182
Dync1i2,-0.002,0.993,47.652,74.017,33.999,52.475,52.013,47.955
Dync1li1,-0.170,0.384,14.098,20.627,25.375,13.720,18.282,16.888
Dync1li2,0.045,0.469,36.062,33.461,31.523,33.789,37.545,33.196
Dync2h1,0.011,0.950,2.499,3.518,1.880,3.458,2.342,2.089
Dync2li1,-0.129,0.683,4.250,11.789,8.866,4.144,10.147,6.676
Dynll1,0.084,0.584,60.603,66.700,74.099,83.980,75.842,56.352
Dynll2,-0.100,0.276,102.890,119.674,123.793,96.553,115.168,96.319
Dynlrb1,-0.021,0.806,164.911,203.589,173.373,186.432,185.380,151.321
Dynlrb2,-0.390,0.653,11.569,0.000,0.000,1.496,3.192,1.184
Dynlt1a,0.091,0.708,4.810,9.682,4.133,6.493,6.530,7.199
Dynlt1b,-0.314,0.520,6.872,9.854,0.104,1.975,4.599,3.773
Dynlt1c,0.138,0.450,0.176,0.000,0.237,0.000,0.288,0.603
Dynlt1f,0.000,0.876,0.000,0.000,0.000,0.000,0.000,0.000
Dynlt3,0.392,0.168,29.258,25.237,11.553,29.024,29.834,32.823
Dyrk1a,-0.080,0.571,13.563,10.584,9.178,11.222,10.392,8.463
Dyrk1b,-0.048,0.825,10.592,6.712,13.325,9.599,11.087,8.166
Dyrk2,-0.082,0.700,7.914,5.311,5.971,6.305,7.430,3.458
Dyrk3,-0.186,0.703,0.605,5.356,1.330,0.847,1.531,2.870
Dyrk4,0.029,0.125,0.000,0.000,0.000,0.050,0.037,0.000
Dysf,-0.069,0.756,4.691,3.185,7.008,4.276,4.163,5.136
Dytn,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Dyx1c1,0.012,0.971,2.449,1.329,0.178,1.154,1.781,1.038
Dzank1,0.053,0.622,4.178,5.641,3.511,4.729,4.565,4.696
Dzip1,-0.174,0.270,9.498,7.349,6.126,5.692,7.297,5.252
Dzip1l,-0.009,0.978,5.001,1.526,3.447,3.896,4.093,1.814
Dzip3,0.135,0.552,6.561,3.810,4.067,7.012,5.214,4.397
E030002O03Rik,0.060,0.645,0.255,0.000,0.062,0.000,0.374,0.143
E030003E18Rik,0.017,0.963,2.066,10.518,6.049,7.609,4.611,6.427
E030011O05Rik,-0.673,0.197,5.566,0.000,2.525,0.000,0.504,0.132
E030013I19Rik,-0.048,0.760,0.474,0.000,0.000,0.109,0.000,0.200
E030018B13Rik,0.047,0.899,0.855,0.000,0.000,1.033,0.000,0.000
E030019B13Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E030024N20Rik,-0.053,0.703,1.640,1.219,1.252,1.450,0.689,1.550
E030025P04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E030030I06Rik,-0.282,0.159,0.185,0.995,0.543,0.000,0.371,0.000
E030044B06Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E130006D01Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E130008D07Rik,0.125,0.537,0.379,0.031,0.040,0.000,0.260,0.616
E130012A19Rik,-0.035,0.806,11.328,11.457,15.134,9.802,12.819,13.541
E130018N17Rik,0.222,0.374,0.000,0.000,0.000,0.000,0.000,0.665
E130102H24Rik,3.187,0.049,0.000,0.000,0.108,5.481,1.423,3.114
E130112N10Rik,-0.126,0.605,0.908,0.118,0.000,0.325,0.183,0.000
E130114P18Rik,-0.111,0.823,0.929,3.431,0.000,1.179,2.043,0.215
E130201H02Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E130215H24Rik,-0.241,0.542,0.000,0.000,1.567,0.000,0.479,0.000
E130218I03Rik,-0.025,0.971,3.361,0.171,0.000,0.583,2.762,0.000
E130304I02Rik,-0.389,0.271,2.632,6.009,6.712,3.788,4.298,0.000
E130307A14Rik,0.022,0.878,3.332,4.317,5.313,3.633,5.020,4.529
E130308A19Rik,-0.258,0.181,4.642,4.701,6.995,4.747,2.782,3.709
E130309D02Rik,-0.202,0.092,13.901,17.421,16.062,9.699,13.620,13.424
E130309D14Rik,0.192,0.393,3.277,1.357,2.681,2.816,3.756,2.667
E130310I04Rik,0.176,0.813,0.244,0.040,7.690,3.432,3.597,2.931
E130311K13Rik,0.059,0.780,6.495,3.921,5.543,4.246,5.276,7.419
E130317F20Rik,-0.243,0.433,0.667,2.107,1.069,0.000,0.493,1.645
E230013L22Rik,0.152,0.728,1.157,0.162,1.151,1.014,2.281,0.000
E230016K23Rik,-0.078,0.722,0.000,0.000,0.694,0.048,0.325,0.038
E230016M11Rik,0.649,0.031,0.725,0.000,0.000,1.075,1.120,0.943
E230025N22Rik,0.081,0.374,0.000,0.000,0.000,0.000,0.000,0.243
E230029C05Rik,-0.041,0.866,0.768,0.000,0.000,0.152,0.459,0.000
E2f1,0.207,0.666,1.746,1.173,6.269,5.116,2.629,3.950
E2f2,-0.145,0.515,0.636,1.461,0.928,0.080,1.246,0.789
E2f3,0.007,0.978,5.292,3.198,1.590,2.854,3.517,3.674
E2f4,0.458,0.354,11.173,6.941,13.046,24.444,11.812,10.223
E2f5,-0.086,0.863,9.390,1.820,3.028,6.505,4.065,2.092
E2f6,0.117,0.551,11.689,11.716,6.518,12.959,11.133,9.183
E2f7,0.212,0.142,0.347,0.000,0.297,0.635,0.449,0.334
E2f8,0.067,0.374,0.000,0.000,0.000,0.000,0.200,0.000
E330009J07Rik,-0.024,0.948,0.000,1.912,1.673,1.758,1.437,0.168
E330011O21Rik,0.095,0.374,0.000,0.000,0.000,0.000,0.283,0.000
E330012B07Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330013P04Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330014E10Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330017A01Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330017L17Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330020D12Rik,-0.171,0.587,0.298,0.101,1.447,0.355,0.664,0.000
E330021D16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E330023G01Rik,-0.065,0.362,0.272,0.105,0.196,0.000,0.164,0.172
E330033B04Rik,-0.111,0.732,1.672,3.176,0.261,1.315,1.282,1.511
E330034G19Rik,0.231,0.433,0.000,0.000,0.097,0.000,0.814,0.000
E430016F16Rik,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
E430018J23Rik,-0.365,0.479,8.608,0.000,5.015,1.187,3.701,2.699
E430025E21Rik,0.254,0.120,7.735,8.315,7.262,11.877,8.120,9.624
E4f1,-0.274,0.479,9.179,9.912,25.126,8.323,12.407,10.409
E530001F21Rik,0.037,0.954,3.847,0.000,0.133,0.202,1.970,2.069
E530011L22Rik,-0.048,0.837,2.442,3.588,4.522,2.220,4.716,2.866
Eaf1,0.355,0.057,9.148,6.973,7.018,10.514,9.263,12.301
Eaf2,0.276,0.013,0.065,0.000,0.000,0.211,0.421,0.277
Eapp,0.059,0.653,21.174,18.554,13.603,17.091,18.790,20.074
Ear1,-0.038,0.374,0.000,0.000,0.114,0.000,0.000,0.000
Ear10,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ear14,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ear2,1.388,0.177,0.000,0.000,0.000,2.912,1.238,0.000
Ear3,-0.599,0.374,4.469,0.000,0.000,0.001,0.000,0.000
Ear4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ear6,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ear7,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ears2,0.365,0.023,0.799,0.416,0.837,1.265,1.155,1.451
Ebag9,0.233,0.388,10.096,8.403,5.458,11.505,11.716,6.596
Ebf1,0.106,0.754,21.326,10.576,7.559,17.013,12.133,14.345
Ebf2,0.114,0.532,0.114,0.718,0.012,0.472,0.405,0.372
Ebf3,-0.026,0.612,0.093,0.028,0.111,0.000,0.134,0.016
Ebf4,0.011,0.970,3.738,0.808,3.569,2.452,3.531,2.233
Ebi3,-0.337,0.674,0.000,6.178,0.000,0.000,2.967,0.000
