"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","17/341","337/18870",0.00014674641227541,0.0190036603896656,0.0165779311611882,"10810/91663/85464/171024/55604/23500/11170/5295/5881/4739/10602/28984/25802/23189/9788/2824/2185",17
"GO:0010273","GO:0010273","detoxification of copper ion","4/341","16/18870",0.000160581559053086,0.0191584462810009,0.0167129593504246,"4502/4501/4493/4499",4
"GO:1990169","GO:1990169","stress response to copper ion","4/341","16/18870",0.000160581559053086,0.0191584462810009,0.0167129593504246,"4502/4501/4493/4499",4
"GO:0030336","GO:0030336","negative regulation of cell migration","18/341","373/18870",0.000163792703885289,0.0191584462810009,0.0167129593504246,"1843/247/2309/8819/388/7057/10370/4739/104/3622/28984/23189/79772/89795/5468/6781/2043/54567",18
"GO:1901653","GO:1901653","cellular response to peptide","18/341","374/18870",0.000169294802690315,0.0191584462810009,0.0167129593504246,"28999/8660/8837/2308/57085/3625/8013/3164/5295/3952/23189/890/5468/10580/5791/2043/5167/5166",18
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","16/341","310/18870",0.000176604772354976,0.0191584462810009,0.0167129593504246,"8660/8837/2308/57085/3625/8013/3164/5295/3952/23189/890/5468/10580/5791/5167/5166",16
"GO:0070482","GO:0070482","response to oxygen levels","17/341","343/18870",0.000180992312927787,0.0191584462810009,0.0167129593504246,"18/8837/2308/57085/7057/10370/3952/28984/23576/890/64344/10630/5468/6781/2043/102724560/2185",17
"GO:0034219","GO:0034219","carbohydrate transmembrane transport","10/341","136/18870",0.000184927087654448,0.0191584462810009,0.0167129593504246,"28999/8660/6272/50651/8013/5295/51422/3952/10580/5167",10
"GO:0045785","GO:0045785","positive regulation of cell adhesion","21/341","482/18870",0.000197726229457126,0.0195478741948944,0.0170526785948436,"7704/7048/2309/91663/6603/3908/1326/55604/8013/4811/10370/9265/5881/4739/10272/3952/3491/10630/55679/2043/2185",21
"GO:0044320","GO:0044320","cellular response to leptin stimulus","4/341","17/18870",0.000207011006373043,0.0195478741948944,0.0170526785948436,"3625/8013/3952/890",4
"GO:0016054","GO:0016054","organic acid catabolic process","14/341","252/18870",0.000210250163706807,0.0195478741948944,0.0170526785948436,"2752/18/8660/51181/7263/5625/6470/10157/2744/3952/4329/23576/137872/102724560",14
"GO:0046395","GO:0046395","carboxylic acid catabolic process","14/341","252/18870",0.000210250163706807,0.0195478741948944,0.0170526785948436,"2752/18/8660/51181/7263/5625/6470/10157/2744/3952/4329/23576/137872/102724560",14
"GO:0032835","GO:0032835","glomerulus development","7/341","69/18870",0.000244230709982115,0.0221395138598788,0.0193135074604278,"28999/8837/4811/1286/9788/59/1285",7
"GO:0007517","GO:0007517","muscle organ development","17/341","354/18870",0.000262178597810442,0.0223298101015457,0.0194795132682512,"8837/8819/3908/23764/10370/3164/688/104/1301/467/3344/6876/7139/55636/3131/54567/1827",17
"GO:0030730","GO:0030730","sequestering of triglyceride","4/341","18/18870",0.000262381845389939,0.0223298101015457,0.0194795132682512,"57104/51099/5468/5167",4
"GO:0040013","GO:0040013","negative regulation of locomotion","19/341","423/18870",0.000270823852698416,0.0223298101015457,0.0194795132682512,"1843/247/2309/8819/388/7057/10370/4739/104/3622/28984/23189/79772/89795/5468/6781/2043/10653/54567",19
"GO:0071385","GO:0071385","cellular response to glucocorticoid stimulus","6/341","50/18870",0.000270962946626589,0.0223298101015457,0.0194795132682512,"687/8837/11170/8313/114907/6781",6
"GO:0006536","GO:0006536","glutamate metabolic process","5/341","33/18870",0.000292993445360457,0.0231700577930469,0.0202125072337521,"2752/2730/5625/2744/137872",5
"GO:0043500","GO:0043500","muscle adaptation","9/341","118/18870",0.000293938957109806,0.0231700577930469,0.0202125072337521,"28999/8837/2308/2309/29995/488/8013/114907/5468",9
"GO:0007015","GO:0007015","actin filament organization","20/341","464/18870",0.000321104944182835,0.0245610744950998,0.0214259670966339,"84940/10810/91663/388/85464/171024/55604/23500/11170/5295/5881/4739/10602/28984/25802/23189/9788/9645/10580/2185",20
"GO:0007044","GO:0007044","cell-substrate junction assembly","8/341","95/18870",0.000325132811849087,0.0245610744950998,0.0214259670966339,"79834/7057/11037/11170/3909/10580/2824/2185",8
"GO:0090092","GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","15/341","297/18870",0.000352319185033704,0.0256928828315587,0.0224133053412007,"7048/8819/7057/10370/10272/3622/3491/151449/8483/51232/65997/5468/8516/2201/91851",15
"GO:0030278","GO:0030278","regulation of ossification","9/341","121/18870",0.000354286856474886,0.0256928828315587,0.0224133053412007,"7704/3491/91461/56975/2824/9249/2201/5167/2185",9
"GO:0001666","GO:0001666","response to hypoxia","15/341","298/18870",0.000365042725147775,0.0259538219879575,0.0226409368228909,"18/8837/57085/7057/10370/3952/28984/23576/890/64344/5468/6781/2043/102724560/2185",15
"GO:0045778","GO:0045778","positive regulation of ossification","6/341","53/18870",0.000374090794758514,0.026085638880661,0.0227559278997841,"7704/3491/91461/56975/2824/2201",6
"GO:0032869","GO:0032869","cellular response to insulin stimulus","12/341","206/18870",0.000384788100992816,0.0263253142301877,0.0229650098010608,"8660/8837/2308/3625/5295/3952/23189/5468/10580/5791/5167/5166",12
"GO:0030282","GO:0030282","bone mineralization","9/341","123/18870",0.000399933668215837,0.026428785530319,0.0230552734689838,"8313/3952/3491/91461/56975/2824/2201/5167/2185",9
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","12/341","207/18870",0.000401983014332842,0.026428785530319,0.0230552734689838,"2752/1503/2730/5625/6470/10157/2744/4329/9945/23576/137872/102724560",12
"GO:0032868","GO:0032868","response to insulin","14/341","269/18870",0.000408166571896819,0.026428785530319,0.0230552734689838,"28999/8660/8837/6272/2308/3625/5295/3952/23189/5468/10580/5791/5167/5166",14
"GO:0003300","GO:0003300","cardiac muscle hypertrophy","8/341","99/18870",0.000430295951056503,0.0273728617286119,0.0238788427132926,"28999/2308/10611/29995/488/8013/3952/5468",8
"GO:0008286","GO:0008286","insulin receptor signaling pathway","9/341","125/18870",0.000450318622672997,0.0281526780312463,0.0245591190768123,"8660/2308/5295/3952/23189/10580/5791/5167/5166",9
"GO:0044321","GO:0044321","response to leptin","4/341","21/18870",0.000491684298248749,0.0297141210908327,0.0259212511620612,"3625/8013/3952/890",4
"GO:0097501","GO:0097501","stress response to metal ion","4/341","21/18870",0.000491684298248749,0.0297141210908327,0.0259212511620612,"4502/4501/4493/4499",4
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","9/341","127/18870",0.0005058097581809,0.0300666587403925,0.0262287890135221,"9510/7048/10370/1301/3491/7139/9249/55636/54567",9
"GO:0014897","GO:0014897","striated muscle hypertrophy","8/341","102/18870",0.00052604684415014,0.0307652557562646,0.026838213356047,"28999/2308/10611/29995/488/8013/3952/5468",8
"GO:0090130","GO:0090130","tissue migration","17/341","380/18870",0.000589217706062842,0.0320729538612209,0.0279789898548404,"2752/8660/7048/388/7057/23500/3164/28984/23189/59/5468/5336/6781/72/340719/54567/2185",17
"GO:0010888","GO:0010888","negative regulation of lipid storage","4/341","22/18870",0.000592443903545995,0.0320729538612209,0.0279789898548404,"57104/51099/3952/5468",4
"GO:0061687","GO:0061687","detoxification of inorganic compound","4/341","22/18870",0.000592443903545995,0.0320729538612209,0.0279789898548404,"4502/4501/4493/4499",4
"GO:0014896","GO:0014896","muscle hypertrophy","8/341","104/18870",0.000598958767434471,0.0320729538612209,0.0279789898548404,"28999/2308/10611/29995/488/8013/3952/5468",8
"GO:0090100","GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway","8/341","104/18870",0.000598958767434471,0.0320729538612209,0.0279789898548404,"7048/7057/10370/3622/3491/151449/5468/8516",8
"GO:0001706","GO:0001706","endoderm formation","6/341","58/18870",0.000611547785160815,0.0320729538612209,0.0279789898548404,"1843/1294/1847/1301/3909/4324",6
"GO:0008217","GO:0008217","regulation of blood pressure","11/341","187/18870",0.000615526552598801,0.0320729538612209,0.0279789898548404,"18/147/57085/9424/2643/3952/10699/23576/59/5468/91608",11
"GO:0015911","GO:0015911","long-chain fatty acid import across plasma membrane","3/341","10/18870",0.000638781132591406,0.0320729538612209,0.0279789898548404,"8660/2180/7057",3
"GO:0042135","GO:0042135","neurotransmitter catabolic process","3/341","10/18870",0.000638781132591406,0.0320729538612209,0.0279789898548404,"4128/18/4129",3
"GO:0008643","GO:0008643","carbohydrate transport","10/341","159/18870",0.000644405415360658,0.0320729538612209,0.0279789898548404,"28999/8660/6272/50651/8013/5295/51422/3952/10580/5167",10
"GO:0036293","GO:0036293","response to decreased oxygen levels","15/341","315/18870",0.000650098072241467,0.0320729538612209,0.0279789898548404,"18/8837/57085/7057/10370/3952/28984/23576/890/64344/5468/6781/2043/102724560/2185",15
"GO:0030500","GO:0030500","regulation of bone mineralization","7/341","81/18870",0.000654550078800427,0.0320729538612209,0.0279789898548404,"3491/91461/56975/2824/2201/5167/2185",7
"GO:0006790","GO:0006790","sulfur compound metabolic process","15/341","317/18870",0.000693625280993552,0.0335344702517683,0.0292539504475176,"2180/7263/56548/8884/58472/9200/2730/84532/10157/9645/10560/80704/102724560/5167/5166",15
"GO:0061448","GO:0061448","connective tissue development","14/341","285/18870",0.000722302524649525,0.0344614336102523,0.0300625912267566,"7704/8837/7048/8313/3952/1301/3491/91461/151449/59/2487/5468/6781/102724560",14
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","6/341","60/18870",0.000733929343796536,0.0345614000078732,0.0301497973767408,"687/8837/11170/8313/114907/6781",6
"GO:1903844","GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","10/341","163/18870",0.000781186056051567,0.036315136400551,0.0316796774417673,"8837/8819/7057/10370/3622/8483/65997/5468/8516/2201",10
"GO:0042417","GO:0042417","dopamine metabolic process","5/341","41/18870",0.000822098727350396,0.0369870202555104,0.0322657984346412,"4128/18/2643/4129/2861",5
"GO:0032891","GO:0032891","negative regulation of organic acid transport","4/341","24/18870",0.000836441164079385,0.0369870202555104,0.0322657984346412,"18/8660/7057/3952",4
"GO:0035357","GO:0035357","peroxisome proliferator activated receptor signaling pathway","4/341","24/18870",0.000836441164079385,0.0369870202555104,0.0322657984346412,"247/10370/3952/5468",4
"GO:0071294","GO:0071294","cellular response to zinc ion","4/341","24/18870",0.000836441164079385,0.0369870202555104,0.0322657984346412,"4502/4501/4493/4499",4
"GO:0032836","GO:0032836","glomerular basement membrane development","3/341","11/18870",0.000866594996646336,0.0371039859789064,0.0323678340252021,"4811/1286/1285",3
"GO:0048041","GO:0048041","focal adhesion assembly","7/341","85/18870",0.00087382943951894,0.0371039859789064,0.0323678340252021,"79834/7057/11037/11170/10580/2824/2185",7
"GO:0010038","GO:0010038","response to metal ion","16/341","359/18870",0.00088223664417827,0.0371039859789064,0.0323678340252021,"4502/4501/18/3613/4493/7057/3625/10235/4499/387758/3786/5336/7139/4129/57699/2185",16
"GO:0043434","GO:0043434","response to peptide hormone","18/341","430/18870",0.00088640301275348,0.0371039859789064,0.0323678340252021,"28999/8660/8837/6272/2308/57085/3625/8013/3164/5295/3952/23189/890/5468/10580/5791/5167/5166",18
"GO:0007519","GO:0007519","skeletal muscle tissue development","10/341","166/18870",0.000898746020039868,0.0371039859789064,0.0323678340252021,"8837/8819/23764/10370/3164/688/467/3344/3131/1827",10
"GO:0008154","GO:0008154","actin polymerization or depolymerization","11/341","196/18870",0.000907330265313364,0.0371039859789064,0.0323678340252021,"10810/91663/85464/55604/23500/11170/10602/25802/23189/9645/2185",11
"GO:1900026","GO:1900026","positive regulation of substrate adhesion-dependent cell spreading","5/341","42/18870",0.000919546976079097,0.0371039859789064,0.0323678340252021,"91663/55604/5881/4739/55679",5
"GO:0007229","GO:0007229","integrin-mediated signaling pathway","8/341","111/18870",0.000920948355791941,0.0371039859789064,0.0323678340252021,"9510/3908/4811/4739/8515/55679/8516/2185",8
"GO:0030041","GO:0030041","actin filament polymerization","10/341","167/18870",0.000941016294681904,0.0372786269807251,0.0325201829120327,"10810/91663/85464/55604/23500/11170/10602/25802/23189/2185",10
"GO:0007369","GO:0007369","gastrulation","11/341","197/18870",0.000945844920636158,0.0372786269807251,0.0325201829120327,"1843/7048/7296/91663/1294/8013/1847/1301/3909/4324/8516",11
"GO:0071241","GO:0071241","cellular response to inorganic substance","12/341","229/18870",0.000981023043629508,0.0382493500666731,0.0333669976922091,"4502/4501/8837/4493/2308/3625/10235/4499/890/3786/5336/57699",12
"GO:0003007","GO:0003007","heart morphogenesis","13/341","264/18870",0.00108355409832117,0.0417975229841764,0.0364622627710541,"9510/7048/10370/8313/1301/11096/3491/9645/55273/7139/9249/55636/54567",13
"GO:0010828","GO:0010828","positive regulation of glucose transmembrane transport","5/341","44/18870",0.00113988280763871,0.0423210331973733,0.0369189493303065,"28999/8660/8013/5295/10580",5
"GO:0030501","GO:0030501","positive regulation of bone mineralization","5/341","44/18870",0.00113988280763871,0.0423210331973733,0.0369189493303065,"3491/91461/56975/2824/2201",5
"GO:2001046","GO:2001046","positive regulation of integrin-mediated signaling pathway","3/341","12/18870",0.00114004384416255,0.0423210331973733,0.0369189493303065,"3908/4811/55679",3
"GO:0071280","GO:0071280","cellular response to copper ion","4/341","26/18870",0.00114381170803712,0.0423210331973733,0.0369189493303065,"4502/4501/4493/4499",4
"GO:1905953","GO:1905953","negative regulation of lipid localization","6/341","66/18870",0.00121680575331439,0.0445670470860403,0.038878269949067,"57104/8660/7057/51099/3952/5468",6
"GO:1900744","GO:1900744","regulation of p38MAPK cascade","5/341","45/18870",0.00126364103897529,0.045819624073244,0.0399709612854815,"5187/1843/4616/3952/768211",5
"GO:0071453","GO:0071453","cellular response to oxygen levels","10/341","174/18870",0.00128484009281998,0.0461270314511409,0.040239129535425,"8837/2308/10370/28984/23576/890/5468/6781/2043/102724560",10
"GO:0006541","GO:0006541","glutamine metabolic process","4/341","27/18870",0.00132379285187504,0.0464709344054306,0.0405391348704732,"2752/1503/2744/9945",4
"GO:0042133","GO:0042133","neurotransmitter metabolic process","4/341","27/18870",0.00132379285187504,0.0464709344054306,0.0405391348704732,"4128/18/2644/4129",4
"GO:0031214","GO:0031214","biomineral tissue development","10/341","175/18870",0.00134139046427656,0.0464709344054306,0.0405391348704732,"8313/54757/3952/3491/91461/56975/2824/2201/5167/2185",10
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","17/341","410/18870",0.00135435027213799,0.0464709344054306,0.0405391348704732,"7048/8819/7057/3625/10370/10272/3622/3491/151449/8483/51232/65997/5468/55273/8516/2201/91851",17
"GO:0045598","GO:0045598","regulation of fat cell differentiation","9/341","146/18870",0.00136875971900436,0.0464709344054306,0.0405391348704732,"7704/6272/2308/8313/3952/688/2487/5468/5167",9
"GO:0050886","GO:0050886","endocrine process","7/341","92/18870",0.00139327203914523,0.0464709344054306,0.0405391348704732,"3625/114897/3952/10699/80223/5468/91608",7
"GO:0007160","GO:0007160","cell-matrix adhesion","12/341","239/18870",0.00141435869071763,0.0464709344054306,0.0405391348704732,"79834/7057/11037/11170/4811/5295/8515/1896/10580/2824/8516/2185",12
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","6/341","68/18870",0.00142236074632001,0.0464709344054306,0.0405391348704732,"8325/23500/7855/85407/2487/8323",6
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","6/341","68/18870",0.00142236074632001,0.0464709344054306,0.0405391348704732,"7048/51181/7057/3952/5336/2185",6
"GO:0071456","GO:0071456","cellular response to hypoxia","9/341","147/18870",0.0014353956573106,0.0464709344054306,0.0405391348704732,"8837/10370/28984/23576/890/5468/6781/2043/102724560",9
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","9/341","147/18870",0.0014353956573106,0.0464709344054306,0.0405391348704732,"8837/7048/51181/2308/7057/2643/3952/5336/2185",9
"GO:0110053","GO:0110053","regulation of actin filament organization","13/341","273/18870",0.00146511542293044,0.047013349765892,0.0410123134225057,"10810/91663/85464/171024/55604/23500/5295/10602/28984/25802/23189/9788/2185",13
"GO:0043502","GO:0043502","regulation of muscle adaptation","7/341","93/18870",0.00148380318230569,0.0471953538512318,0.0411710855293499,"2308/2309/29995/488/8013/114907/5468",7
"GO:0060538","GO:0060538","skeletal muscle organ development","10/341","178/18870",0.00152331609224597,0.0480308186998598,0.0418999071597174,"8837/8819/23764/10370/3164/688/467/3344/3131/1827",10
